mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,label
-414.22305,74.29843,1.7383513,4.337369,-2.266869,-11.050577,-10.036622,-7.476766,-12.838905,-1.0071175,-11.533989,-8.509119,-8.258713,-3.9434338,-10.375098,-3.3533309,-7.3145504,-3.7772973,-8.345269,-6.0381894,-8.281714,-4.8543572,-8.0780115,-4.2310224,-7.206567,-4.3218217,-6.977539,-2.589202,-7.740778,-3.726631,-5.2265377,-3.720118,-4.3540516,-2.426695,-4.375002,-2.2076523,-4.244072,-2.5124433,-4.33982,-1.5635734,AI
-425.61273,69.86564,-3.9774153,1.5389031,-3.08019,-16.346447,-17.068325,-11.257831,-14.43952,-4.6382427,-14.606133,-3.338696,-10.296565,-9.905642,-10.89016,-14.000316,-13.405805,-2.86676,-7.2564926,-2.6756775,-7.535713,-8.212811,-5.5664873,2.2031643,-3.857987,-0.790241,-4.9151015,0.027069144,-1.1033901,-2.6191556,-4.2681975,-1.2669529,-1.567327,-0.126179,-2.163617,2.090604,0.45239297,2.380565,2.735462,7.257587,AI
-426.07605,84.61526,-4.843929,13.986738,12.657891,-7.3097234,-5.9953923,-12.379222,-13.138551,-1.8436537,-4.9967475,-1.8139131,-3.8915904,0.7824702,-7.956609,2.656874,-5.821962,-4.6711674,-1.9443178,-0.47606736,-9.989453,-0.54813695,-5.396056,-3.633795,-4.6382823,-1.4773576,-2.0931013,-0.76783293,-2.6432867,0.1236376,-3.3639758,-1.6431935,-1.8739462,0.3787981,-3.0622904,0.5761366,-3.2087529,0.7296504,-2.0724998,0.18367164,AI
-305.8664,90.01684,4.9148693,13.612659,2.1183977,4.293164,-13.932433,-10.765353,-6.9445114,-2.2718697,-4.309742,-3.2407095,-5.0016155,-3.6098824,-8.278642,0.037337873,-5.3008695,-2.2113523,-3.5279517,-1.3072362,-5.6390944,-3.4280353,-2.6032271,-3.9535494,-4.878883,-0.5865796,-4.5900865,-2.4699106,-2.5700958,-1.7637165,-3.0551844,-1.3318789,-2.4982421,-1.4235934,-2.9755893,-2.6928258,-2.589883,-2.4729238,-3.110215,-1.100905,AI
-425.9656,75.56696,3.98966,8.998217,-0.033317033,2.097126,-12.332501,-5.6921477,-10.549128,-5.6852665,-3.6432538,-3.9542828,-6.081528,-1.1815691,-5.035624,-1.0370214,-8.167545,-1.8693441,-5.640408,-5.7918563,-7.0244994,-3.114108,-5.092652,-2.8009155,-5.013869,-2.07238,-5.7558823,-1.5737236,-4.4968195,-3.0219152,-3.280308,-1.8478683,-4.1475816,-1.9883474,-3.77499,-2.2541578,-3.8514972,-1.1490452,-3.346364,-2.0991068,AI
-290.6861,70.253044,5.993184,10.692544,7.282155,-1.1717173,-8.268519,-8.436065,-10.935177,-10.307185,-0.16500205,-8.236309,-5.4284563,-0.28798744,-2.4047978,0.38916367,-9.218347,-4.802046,-6.992507,-6.0417886,-6.3083296,-1.030479,-7.4396467,-2.5999851,-8.457463,-2.7144969,-7.4330516,-1.2699373,-5.622513,-0.8527245,-4.9244714,1.8822036,-3.1874452,-1.0942405,-4.4957514,-0.5543331,-4.4449763,-1.9422492,-3.3996449,-0.79218495,AI
-269.79224,88.427826,-13.321366,2.5966964,-11.242268,-5.1580367,-14.325325,-11.093568,-11.894919,-3.406703,-8.7413435,-3.0713038,-6.08092,-5.8145213,-5.9105887,-4.0418067,-6.3269076,-2.660544,-4.406598,-1.1032856,-6.083028,-1.6699965,-3.342598,-3.2757525,-6.68308,-2.3143024,-5.9623427,-2.7252364,-4.806783,-3.2572496,-3.8706188,-1.5318284,-2.6496453,-2.7323146,-2.4196253,-1.8830074,-2.1216114,-0.27020422,-1.0590342,-1.6872909,AI
-314.37524,88.29172,-22.273413,4.898399,-13.56767,-11.239969,-11.31812,-5.4270005,-11.081468,2.433052,-9.48674,-5.664033,-5.8299522,-1.9700863,-5.7871747,-3.3104165,-4.4769983,-2.8037505,-5.708852,-3.031808,-5.0375767,-2.566,-5.99858,-2.5271394,-5.7227354,-2.6079202,-5.750128,-1.2533654,-6.699799,-2.590113,-4.1567516,-2.6566715,-3.709085,-1.4599181,-3.5262022,-1.9656422,-3.3440745,-1.7395884,-3.818751,-1.3553414,AI
-262.3558,78.84703,-29.560404,-2.200755,-14.313185,-19.99083,-18.921164,-10.051616,-13.004516,-3.0612621,-12.908127,-5.1489587,-8.33176,-11.977532,-6.9989877,-14.338005,-11.593278,-3.5056417,-6.0477023,-2.7799315,-4.903762,-5.944176,-3.2136748,4.560226,-1.6169106,1.6391752,-1.141743,2.2326403,2.0822656,0.8681032,0.5173394,2.4727695,2.282513,2.3083673,1.6565557,3.9075089,2.381299,2.734635,2.558666,5.0939717,AI
-262.91577,109.903755,-23.632843,16.63948,4.0668583,-7.844382,-5.5258207,-9.206836,-10.724935,2.1514144,-4.7121253,0.31506667,-1.8252198,0.95842224,-3.6038709,1.6696041,-3.1695495,-4.101526,-2.6103861,3.0287995,-7.9604387,0.7883599,-3.8296916,-1.9339298,-4.4645376,-0.51618373,-1.1947756,-0.35437313,-1.82911,0.4292049,-1.51083,-1.3261808,-0.94090134,0.4976963,-2.9945118,0.46192116,-2.7744048,0.7251247,-2.0625198,-0.44882184,AI
-289.40042,92.97112,-11.122843,8.287257,-6.989107,0.8845885,-12.077944,-6.581293,-8.28665,1.1712338,-2.7792761,-3.364898,-3.788887,-1.8268963,-6.4632387,-0.38836688,-3.8090317,-2.1450973,-3.1337202,-0.594309,-4.070355,-2.3187273,-0.8672528,-3.1411998,-4.501427,-1.0865928,-4.2291646,-3.163345,-3.0439363,-2.760423,-3.3004196,-1.7075655,-2.3007865,-1.3853116,-2.3152885,-1.6317958,-1.7198212,-1.1449906,-2.0568776,-0.2068504,AI
-267.66354,78.09219,-18.69848,4.2280827,-13.112988,-6.3080473,-14.14164,-4.9516716,-14.951125,-2.715852,-6.49424,-8.210263,-6.067266,-4.23549,-3.4943457,-1.928476,-7.5748725,-1.478663,-4.8855286,-4.299631,-5.830128,-2.2050202,-5.9420986,-3.6234913,-5.1676545,-4.290108,-6.0245757,-3.077417,-5.248358,-3.2119205,-2.4320023,-1.1133319,-3.332017,-0.675539,-1.728144,-1.1985672,-2.0461214,0.48874855,-1.7973349,-0.31951946,AI
-301.5812,54.96325,-17.075016,9.848694,-19.723936,-12.347301,-15.720703,-6.1473975,-12.115837,-2.5780153,-8.248596,-3.449838,-9.063412,-5.956397,-7.5921736,-9.769659,-9.93662,-3.5796633,-10.269357,-3.5888736,-6.7820096,-1.3390628,-8.397799,-0.061954748,-6.26153,-2.8378553,-3.7462084,-2.6025841,-3.6846502,-1.8527758,-4.2047586,-0.34891582,-3.332131,0.33360666,-3.1873748,0.20629811,-1.7713614,-0.1518805,-1.475833,0.8876786,AI
